MachineID,Date,Failure,RepairType,DowntimeHours
23,2025-02-07,N,Minor,9.08
4,2025-01-01,Y,Major,12.04
18,2025-03-06,Y,Major,3.31
69,2025-03-26,Y,Minor,0.84
10,2025-01-14,N,Major,2.8
24,2025-02-23,Y,Major,11.13
88,2025-01-13,Y,,1.98
6,01/23/2025,Y,Major,2.49
94,2025-01-22,N,Minor,5.22
82,2025-01-28,N,Major,1.16
22,2025-01-19,Y,Minor,1.69
29,2025-01-07,N,Minor,2.21
28,2025-05-01,Y,Minor,2.39
89,02/18/2025,N,Major,0.83
49,2025-01-03,N,Minor,11.23
67,2025-01-10,Y,Major,3.17
64,2025-02-11,N,Major,0.09
57,2025-01-06,N,Major,6.55
39,2025-03-21,N,Major,3.04
19,02/07/2025,Y,Minor,11.5
98,2025-03-24,N,Minor,0.54
64,2025-03-19,N,Minor,5.92
86,2025-01-15,Y,Major,3.45
74,2025-01-10,Y,Minor,1.61
2,01/31/2025,Y,Minor,7.8
67,2025-01-11,Y,Minor,7.85
98,2025-01-01,Y,Major,2.43
27,2025-01-28,N,Major,2.06
23,01/14/2025,Y,Major,3.03
23,2025-01-11,Y,,8.43
26,2025-02-03,N,Minor,7.92
90,2025-01-24,N,Minor,8.08
94,01/26/2025,Y,Major,11.42
55,2025-02-08,N,Major,7.73
7,2025-02-11,Y,Major,0.23
92,2025-01-12,N,Minor,4.37
7,02/27/2025,Y,Major,10.19
50,2025-02-19,Y,Major,1.34
44,2025-03-08,N,Major,1.42
45,01/19/2025,Y,Minor,0.67
45,2025-01-11,Y,Major,1.08
12,2025-02-01,Y,Major,11.76
9,2025-03-06,Y,Minor,18.28
89,2025-03-31,Y,Minor,3.54
1,2025-03-19,Y,Major,20.5
100,02/12/2025,N,Minor,6.83
78,2025-01-20,N,,1.57
91,2025-03-07,Y,Minor,6.97
22,2025-01-14,Y,Major,14.17
10,2025-01-15,Y,Major,1.33
41,2025-01-10,Y,Minor,1.16
2,01/05/2025,N,Major,1.31
74,2025-01-25,N,Major,5.15
36,11/12/2025,N,Major,1.66
38,2025-02-04,N,Minor,4.32
18,2025-01-08,N,Minor,3.49
32,01/14/2025,Y,Major,4.25
44,01/09/2025,Y,Minor,3.15
71,2025-01-19,Y,Minor,2.63
4,02/25/2025,Y,Minor,3.09
58,2025-01-05,N,Minor,1.67
67,2025-02-05,N,Major,6.11
55,2025-01-05,N,Minor,0.55
75,2025-01-25,Y,Minor,4.28
56,2025-03-02,Y,Minor,3.12
62,01/06/2025,N,Major,1.27
11,2025-01-12,N,Minor,2.26
40,01/20/2025,Y,Minor,0.18
95,01/11/2025,Y,Minor,7.0
30,2025-01-17,N,Minor,22.32
94,01/07/2025,N,Major,0.17
16,2025-01-01,N,Major,3.36
61,2025-02-15,N,Minor,0.65
5,2025-01-02,N,Minor,0.92
74,2025-03-07,N,Minor,8.71
37,2025-01-27,Y,Major,1.11
45,2025-01-09,Y,,1.78
100,2025-01-22,Y,Minor,0.46
47,2025-02-21,Y,Major,0.54
85,2025-01-21,Y,Major,8.86
14,01/26/2025,Y,Minor,6.59
29,2025-01-07,Y,Minor,21.58
30,2025-01-06,Y,Major,7.97
73,2025-01-02,N,Minor,7.75
24,2025-02-13,Y,Major,0.62
55,01/03/2025,N,Major,0.86
22,2025-04-06,N,,2.16
36,03/23/2025,Y,Major,9.99
53,2025-01-25,N,Minor,2.04
43,2025-02-15,Y,Minor,1.1
89,2025-02-24,Y,Major,9.72
40,02/27/2025,N,Major,2.17
79,2025-01-25,Y,Major,1.72
6,2025-01-23,N,Minor,4.43
39,2025-01-04,Y,Major,0.12
86,2025-02-15,N,Minor,0.19
40,2025-01-14,Y,Major,4.25
9,01/07/2025,N,Minor,2.04
42,2025-01-01,Y,Major,1.74
15,2025-01-26,N,Major,0.14
53,2025-03-15,N,Minor,1.99
76,2025-01-05,N,Minor,17.79
11,2025-03-25,N,Minor,0.97
73,2025-02-01,Y,Minor,4.75
60,01/03/2025,N,Major,4.81
84,2025-01-06,N,Minor,7.54
14,01/08/2025,Y,Minor,0.51
32,2025-01-28,Y,Minor,20.14
76,2025-01-02,Y,Major,0.88
54,2025-01-16,N,Minor,1.55
90,02/19/2025,Y,Minor,6.82
98,2025-01-31,Y,Minor,1.56
50,2025-01-26,N,Minor,0.37
58,2025-01-08,Y,Minor,15.13
58,2025-02-04,Y,Major,0.68
3,2025-01-05,N,Major,9.33
80,2025-01-03,Y,,11.14
65,2025-03-05,Y,,0.01
93,2025-01-03,Y,Major,1.1
21,2025-01-08,N,Minor,4.3
93,2025-02-25,Y,Major,0.0
50,03/03/2025,Y,Minor,6.16
9,2025-01-08,Y,Major,1.95
94,2025-01-21,N,Minor,1.46
33,2025-02-25,N,Major,1.34
80,2025-01-11,N,Minor,0.58
7,2025-03-03,Y,Major,14.75
28,2025-01-01,N,Minor,1.83
85,01/29/2025,N,Major,1.77
57,2025-01-14,N,Minor,3.4
76,02/28/2025,N,Minor,2.66
99,01/01/2025,Y,Minor,1.34
8,2025-01-29,Y,Major,1.46
73,2025-01-02,Y,Major,3.99
44,2025-01-10,N,Major,5.19
63,2025-01-20,Y,Major,4.84
97,01/31/2025,Y,Minor,1.85
52,01/03/2025,N,Minor,3.08
80,2025-01-01,Y,Minor,11.18
51,2025-01-07,Y,Major,0.95
23,01/07/2025,Y,Minor,2.58
47,2025-05-17,Y,Minor,5.87
11,02/20/2025,N,Minor,5.46
60,2025-02-03,Y,Minor,1.19
35,2025-01-02,Y,Major,10.74
92,2025-01-09,N,Minor,7.1
9,2025-03-20,N,Major,1.11
56,2025-02-28,N,Minor,1.97
85,2025-01-10,Y,,1.68
88,2025-02-06,Y,Major,8.97
32,2025-01-22,Y,Minor,1.82
73,2025-01-07,N,Major,3.89
7,2025-03-27,Y,Major,8.28
92,2025-02-05,Y,Major,1.36
82,01/11/2025,N,Minor,1.99
49,2025-01-30,Y,Minor,6.65
59,01/03/2025,Y,Minor,2.62
30,01/16/2025,N,Minor,2.9
81,01/16/2025,Y,Minor,3.04
39,2025-01-12,Y,Minor,3.68
21,2025-01-16,Y,Major,5.04
92,2025-01-19,Y,Major,4.44
45,2025-01-31,N,Major,10.03
64,2025-01-08,N,Minor,0.6
35,2025-01-12,Y,Minor,4.56
17,2025-03-03,Y,Minor,1.14
31,2025-01-05,Y,Minor,4.01
84,2025-02-20,N,Major,2.19
100,2025-01-31,Y,Major,0.13
8,2025-01-10,Y,Major,4.6
93,2025-05-12,Y,Major,2.11
45,2025-01-24,N,Minor,3.44
46,2025-01-02,Y,Minor,1.12
74,2025-01-08,N,Major,0.68
13,2025-03-07,Y,Major,2.86
10,2025-01-25,Y,Major,1.03
9,2025-01-05,N,Major,8.17
16,2025-03-26,Y,Major,2.35
37,2025-01-05,Y,Minor,2.07
60,2025-01-23,Y,Major,2.96
61,2025-01-26,Y,Major,5.12
59,04/22/2025,N,Minor,7.3
50,2025-01-09,N,Major,3.73
55,2025-02-21,N,Major,2.46
24,2025-01-10,N,Minor,1.06
97,2025-02-20,Y,Major,21.92
73,04/15/2025,Y,,0.42
43,2025-01-17,Y,Minor,6.2
41,2025-02-21,Y,Minor,2.54
10,2025-01-25,Y,Major,1.75
27,2025-01-09,Y,Major,14.86
87,02/08/2025,N,Major,1.16
85,03/17/2025,N,Minor,1.25
89,2025-01-21,Y,Major,6.55
54,02/22/2025,N,Minor,4.88
55,2025-01-06,Y,Minor,2.46
74,2025-01-18,Y,Major,0.21
7,2025-01-02,Y,Major,4.45
71,01/24/2025,Y,Minor,7.98
28,2025-01-27,Y,Major,1.53
14,2025-01-27,N,,14.57
87,2025-01-17,N,Minor,6.25
80,2025-01-22,Y,Minor,8.13
15,2025-01-26,N,Minor,10.59
55,2025-02-24,N,Major,3.98
78,01/29/2025,N,Minor,4.71
89,2025-01-03,Y,Major,0.4
77,03/13/2025,N,Major,0.63
35,2025-02-25,N,Major,4.75
55,2025-01-14,N,Major,4.26
10,2025-02-23,Y,Minor,5.88
93,2025-01-03,Y,Major,1.45
46,2025-01-09,Y,Major,0.98
7,2025-02-24,N,Major,1.26
63,2025-02-01,N,Major,5.76
37,2025-02-04,N,Minor,7.07
14,2025-04-03,N,Minor,1.96
19,2025-01-19,Y,Minor,14.17
40,2025-01-01,Y,Minor,23.23
46,2025-02-17,N,Major,2.13
71,03/10/2025,Y,Minor,1.66
75,2025-01-18,N,Major,1.56
21,01/30/2025,N,Minor,2.6
56,2025-01-02,N,Minor,7.1
14,2025-01-20,Y,Minor,0.97
98,01/17/2025,N,Major,1.57
1,2025-01-27,Y,Minor,0.11
71,01/14/2025,N,Major,0.68
2,2025-02-11,N,Minor,3.52
75,01/05/2025,N,Major,8.34
50,2025-01-26,N,Minor,13.13
98,2025-01-10,N,Minor,4.37
86,01/08/2025,Y,Major,3.63
18,2025-01-24,N,Major,6.44
98,2025-02-02,Y,Minor,2.98
10,2025-01-18,N,Minor,1.98
60,2025-03-31,Y,Minor,0.99
40,01/03/2025,Y,Minor,9.77
84,2025-01-14,N,Major,0.21
39,2025-01-30,Y,Major,1.73
86,01/19/2025,N,Minor,7.23
41,2025-02-10,N,Major,10.43
74,2025-01-28,Y,Major,3.59
67,2025-01-08,Y,Minor,8.69
48,01/14/2025,Y,Major,1.81
86,2025-01-31,N,Major,1.81
78,2025-03-03,Y,Minor,4.2
90,02/14/2025,Y,Major,12.67
21,2025-01-17,Y,Minor,1.94
72,03/29/2025,Y,Minor,4.79
25,2025-01-23,N,Major,3.49
69,01/24/2025,N,Major,2.9
6,2025-04-18,Y,Minor,11.28
15,2025-01-20,Y,Major,2.09
33,2025-01-12,Y,Major,28.23
40,2025-01-25,N,Major,6.54
72,2025-01-17,N,Major,4.82
13,2025-09-17,Y,Minor,0.49
19,2025-01-03,Y,Major,1.76
93,2025-01-09,N,Major,15.58
53,2025-01-05,N,Minor,2.69
55,2025-01-09,Y,Minor,9.84
68,2025-01-01,Y,Major,1.98
46,2025-01-26,N,Major,39.91
51,2025-01-14,Y,Major,3.61
77,2025-01-01,N,Minor,4.84
47,03/08/2025,Y,Major,9.91
64,2025-01-24,Y,Major,18.85
20,2025-02-22,Y,Minor,1.13
95,01/06/2025,Y,Major,4.77
56,2025-01-11,N,Major,7.25
76,01/30/2025,Y,Major,0.58
27,2025-01-31,Y,Minor,17.01
26,2025-02-17,Y,,1.76
88,01/14/2025,Y,Minor,1.7
33,2025-01-05,Y,Minor,5.57
37,2025-02-06,N,Minor,2.3
67,2025-04-26,Y,Minor,2.6
15,01/03/2025,N,Major,3.41
19,2025-02-06,N,Major,0.56
66,02/18/2025,N,Major,7.37
85,2025-02-14,Y,Minor,0.95
3,02/24/2025,N,Major,4.75
97,2025-03-10,Y,Minor,7.98
66,2025-02-22,N,Minor,3.14
47,2025-01-01,N,Major,2.11
60,2025-03-16,Y,Minor,1.03
4,2025-02-06,N,Major,6.79
66,2025-01-01,N,Minor,5.37
40,2025-01-28,Y,Minor,0.38
11,01/20/2025,Y,Minor,0.38
76,2025-01-09,N,Minor,0.38
36,2025-01-05,Y,Minor,2.23
15,2025-03-02,Y,Major,4.91
32,2025-02-27,N,Major,2.58
58,2025-01-09,Y,Major,0.15
75,2025-02-18,N,Minor,14.69
56,2025-01-11,N,Major,6.02
41,01/22/2025,Y,Major,9.39
81,01/06/2025,N,Minor,7.65
83,2025-01-13,Y,Major,3.98
61,2025-02-03,Y,Minor,0.53
14,01/05/2025,N,,14.89
82,2025-01-12,Y,Minor,14.52
25,2025-01-15,Y,Minor,0.58
12,2025-04-06,Y,Major,1.01
56,01/03/2025,Y,Major,8.11
30,2025-03-21,Y,Major,9.66
49,01/21/2025,N,Minor,7.74
31,01/23/2025,Y,Major,14.9
71,2025-01-09,Y,Major,4.84
45,2025-02-09,N,Minor,2.66
90,2025-01-09,N,Major,5.57
100,2025-01-27,N,Minor,7.65
21,2025-01-29,N,Minor,6.03
54,2025-03-03,Y,Minor,5.12
22,2025-01-17,N,Minor,1.4
42,2025-02-08,N,Minor,13.28
85,2025-01-01,Y,Minor,6.94
74,2025-02-28,Y,Major,9.72
43,01/06/2025,N,Major,0.67
6,2025-01-19,N,Major,7.34
71,2025-01-10,Y,Minor,0.19
99,04/26/2025,Y,Major,0.17
29,2025-01-11,Y,Minor,0.57
26,2025-01-11,N,Minor,4.41
58,2025-02-01,N,Major,7.6
78,2025-01-12,Y,Minor,4.41
89,03/05/2025,N,,9.25
20,2025-01-14,N,Major,3.21
33,2025-02-01,N,Major,0.54
47,2025-01-10,N,Major,0.63
42,2025-02-04,Y,Major,2.77
20,2025-01-04,Y,,23.29
61,2025-04-25,Y,Major,21.58
10,01/20/2025,Y,Minor,1.0
33,2025-01-14,Y,Minor,12.28
91,2025-03-13,Y,Minor,4.06
60,2025-01-09,Y,Major,1.77
29,02/08/2025,Y,Major,2.91
43,2025-02-27,N,Minor,5.03
88,01/23/2025,Y,Major,2.54
89,2025-01-12,Y,Minor,1.13
77,2025-01-22,N,Major,6.71
97,01/09/2025,Y,Major,0.97
1,2025-03-16,N,Minor,0.33
9,2025-01-03,N,Minor,7.43
44,04/09/2025,N,Major,3.41
24,01/20/2025,Y,Minor,6.56
100,2025-01-29,Y,Minor,10.33
98,2025-01-04,Y,Major,32.96
27,2025-03-30,N,Minor,4.28
66,01/13/2025,N,Minor,2.99
89,01/10/2025,N,Minor,1.29
78,2025-01-26,Y,Minor,0.48
63,2025-01-02,N,Minor,7.66
42,08/13/2025,N,Minor,2.45
11,04/15/2025,Y,Minor,0.24
100,2025-01-11,N,Minor,8.93
3,2025-01-13,N,Major,5.79
93,2025-02-23,N,Minor,3.99
64,2025-02-28,N,Minor,3.06
47,01/30/2025,Y,Major,2.39
10,2025-03-03,N,Minor,5.15
97,2025-01-10,Y,Minor,8.3
94,01/10/2025,Y,Major,2.12
72,2025-02-03,Y,Minor,1.13
37,2025-01-18,N,Major,0.04
84,01/12/2025,Y,Minor,2.85
22,2025-01-08,Y,Minor,0.01
16,2025-04-09,N,Minor,2.08
8,2025-01-06,N,Major,9.5
21,2025-01-31,Y,Major,0.8
57,2025-01-17,Y,Major,1.18
98,2025-01-20,Y,Minor,6.39
18,2025-01-06,Y,Minor,6.17
98,02/17/2025,Y,Major,0.99
24,2025-02-23,Y,Major,4.55
42,2025-01-24,Y,Major,10.72
44,2025-01-13,N,Major,7.18
56,02/11/2025,Y,Minor,6.39
54,2025-01-02,N,Minor,9.23
28,02/20/2025,Y,Minor,2.47
33,2025-01-14,N,Major,2.29
44,2025-01-02,Y,Minor,1.03
35,2025-01-25,Y,Minor,8.86
68,2025-01-15,N,Major,5.16
11,2025-01-14,Y,Major,3.9
85,2025-01-14,N,Major,5.66
85,2025-01-03,N,Minor,4.26
36,2025-01-07,N,Minor,15.37
26,01/15/2025,N,Minor,5.18
31,2025-01-02,N,Minor,0.87
77,2025-01-23,Y,Minor,3.1
12,01/18/2025,N,Minor,4.49
68,2025-01-01,N,Minor,2.61
32,2025-02-08,N,,6.36
88,2025-01-12,Y,Major,1.1
62,2025-01-25,Y,Major,5.13
85,2025-01-18,N,Major,7.55
57,2025-01-16,Y,Minor,0.37
2,2025-01-27,Y,Major,3.82
44,2025-04-27,Y,Major,2.79
21,2025-03-04,Y,Major,0.01
57,01/11/2025,Y,Minor,7.58
16,2025-02-09,N,Minor,2.08
8,01/15/2025,Y,Major,14.07
23,2025-02-03,Y,Major,0.38
20,2025-01-30,Y,Major,2.64
13,2025-01-01,Y,Major,5.34
21,2025-01-17,Y,Minor,2.23
10,2025-01-27,N,Minor,2.36
74,2025-05-11,N,Minor,2.46
99,02/06/2025,Y,Major,2.43
95,2025-01-31,Y,Minor,1.34
11,2025-01-06,Y,Major,3.44
91,2025-01-03,Y,Minor,0.07
21,01/08/2025,N,Minor,25.3
36,2025-01-23,Y,Major,3.2
59,01/03/2025,N,Minor,6.13
86,2025-01-10,N,Minor,12.72
64,2025-01-16,N,Major,3.25
10,01/10/2025,Y,Minor,10.12
44,2025-01-25,Y,Minor,1.45
36,02/06/2025,Y,Major,25.36
17,01/09/2025,Y,Minor,2.58
47,2025-01-10,N,Minor,3.49
72,02/02/2025,Y,Minor,3.08
42,2025-02-01,N,,5.5
29,2025-01-04,N,Major,13.83
70,01/15/2025,N,Minor,0.96
8,04/02/2025,Y,Major,2.1
69,2025-02-07,N,Minor,3.98
64,2025-05-19,Y,Minor,6.63
64,2025-01-23,Y,,16.74
31,2025-01-11,N,Major,10.82
63,02/08/2025,Y,Minor,4.54
6,03/25/2025,Y,,9.56
31,01/16/2025,Y,Major,3.2
100,2025-02-01,N,Major,2.01
27,02/04/2025,N,Minor,17.82
52,01/27/2025,Y,Minor,0.49
84,2025-01-14,N,Major,2.74
12,2025-02-26,Y,Minor,4.75
61,2025-03-06,N,Major,5.03
6,2025-03-01,Y,Major,4.3
54,2025-01-22,Y,Minor,2.04
71,01/21/2025,Y,Minor,3.25
64,2025-05-03,Y,Major,6.4
70,2025-01-05,Y,Major,2.35
98,2025-01-17,N,Minor,20.3
10,2025-01-03,Y,Major,2.89
25,2025-01-16,Y,Minor,6.17
11,2025-01-01,N,Minor,9.59
93,2025-05-02,Y,Minor,4.7
31,2025-04-02,Y,Major,1.17
21,01/06/2025,N,Major,0.5
82,2025-03-07,Y,Major,2.02
55,01/10/2025,N,Minor,5.46
40,2025-02-14,Y,Major,1.22
80,2025-01-03,N,Minor,2.14
73,2025-01-30,Y,Major,3.52
74,2025-03-31,Y,Major,3.46
3,2025-01-05,Y,Major,7.19
21,2025-01-21,Y,Major,3.78
52,2025-01-10,N,Minor,2.74
57,2025-01-12,Y,,3.74
65,01/27/2025,Y,Minor,1.66
100,2025-01-06,N,Major,14.61
63,2025-01-09,Y,Minor,4.68
22,02/12/2025,Y,Major,0.65
11,01/22/2025,Y,Minor,3.28
2,2025-01-08,N,Minor,4.78
35,2025-01-10,Y,Minor,1.52
32,2025-02-17,Y,Minor,0.95
38,2025-01-14,N,Minor,1.02
40,2025-01-24,Y,Major,3.91
5,01/08/2025,Y,Minor,6.21
91,2025-01-05,N,Major,0.26
8,02/05/2025,Y,Minor,0.13
7,2025-01-15,Y,Minor,10.99
74,2025-02-12,N,Major,2.94
36,2025-01-26,Y,Major,0.47
67,01/30/2025,Y,Minor,0.99
4,01/04/2025,Y,Minor,2.33
10,2025-01-07,Y,Minor,8.24
97,02/18/2025,N,Major,12.79
45,2025-01-31,N,Major,0.8
31,2025-01-03,Y,Minor,2.69
47,01/01/2025,N,Minor,0.17
35,2025-01-15,N,Major,2.71
11,2025-01-19,Y,Minor,5.2
20,2025-01-01,N,Minor,6.4
60,2025-02-15,Y,Minor,0.59
33,01/02/2025,Y,Minor,2.26
87,2025-01-03,N,Minor,15.19
19,2025-02-22,Y,Major,5.54
29,2025-04-27,Y,Minor,1.61
6,2025-02-13,Y,Major,2.44
10,2025-01-25,N,Major,3.27
22,2025-04-17,Y,Major,7.18
69,2025-01-17,Y,Minor,1.42
13,01/15/2025,N,Minor,3.49
90,2025-01-25,Y,Minor,12.14
54,2025-01-14,N,Minor,18.42
38,02/09/2025,Y,Minor,14.54
92,2025-01-24,N,Major,0.93
36,2025-01-11,Y,Minor,12.57
92,01/30/2025,N,Minor,2.49
63,2025-01-17,Y,Minor,3.1
10,2025-01-05,Y,Minor,8.2
10,01/21/2025,Y,Minor,0.73
53,2025-01-27,Y,Major,5.34
20,01/24/2025,Y,Minor,1.36
34,2025-01-17,N,Minor,6.14
89,2025-01-13,Y,Major,2.8
98,2025-01-29,N,Major,2.42
78,2025-02-23,N,Minor,2.71
31,2025-01-08,N,Minor,4.63
69,2025-01-01,N,Minor,15.27
25,2025-02-23,Y,Minor,1.79
57,2025-01-29,Y,Minor,8.18
11,2025-01-06,N,Major,1.83
58,2025-01-08,Y,Minor,3.02
67,02/04/2025,Y,Minor,5.78
7,01/22/2025,Y,,0.92
67,2025-01-29,Y,Major,0.11
45,2025-02-11,N,Minor,1.11
67,2025-04-24,N,Major,4.6
16,2025-01-13,Y,Minor,0.85
35,2025-01-05,N,Minor,3.39
45,09/15/2025,Y,Major,3.31
40,2025-02-01,Y,Major,0.25
8,2025-03-02,N,,0.58
51,2025-01-25,N,Minor,11.48
71,2025-02-11,Y,Minor,0.53
91,01/18/2025,Y,Minor,0.42
22,01/13/2025,Y,Minor,0.24
32,2025-01-25,N,Minor,3.5
29,2025-04-24,N,Major,3.92
37,2025-01-12,Y,Minor,0.39
25,2025-02-14,N,Minor,2.14
19,2025-02-09,Y,,5.76
18,2025-01-31,Y,Major,3.58
82,2025-04-13,Y,Major,3.05
71,2025-01-26,Y,Minor,0.84
29,01/01/2025,N,Major,3.66
47,2025-01-01,N,Major,1.63
71,2025-01-23,N,,1.55
19,01/25/2025,Y,Major,1.6
41,01/17/2025,N,Minor,6.56
60,02/04/2025,Y,Minor,2.01
26,2025-04-23,Y,Major,7.3
67,02/22/2025,N,Major,1.78
36,01/04/2025,N,Major,5.75
91,02/01/2025,N,Major,2.87
65,2025-02-21,N,Minor,0.3
65,02/24/2025,N,Major,3.1
21,2025-01-01,N,Minor,0.33
33,2025-01-24,N,Major,5.69
53,2025-02-05,N,Major,13.45
23,2025-01-06,Y,Major,5.79
99,01/18/2025,Y,Major,6.84
38,2025-01-20,N,Major,9.31
68,2025-01-20,N,Minor,0.2
3,2025-01-30,Y,Major,15.55
72,2025-01-13,Y,Major,0.36
38,2025-01-03,N,Minor,8.0
44,2025-01-01,Y,,36.15
27,2025-01-24,Y,Minor,8.59
67,2025-01-13,N,Minor,3.15
9,2025-01-29,Y,Major,5.25
97,2025-04-25,Y,Minor,4.89
13,2025-01-03,Y,Minor,1.53
72,2025-02-05,N,Major,7.71
18,2025-01-13,Y,Minor,1.97
72,2025-02-08,Y,Minor,5.91
86,2025-03-13,Y,Major,0.44
99,2025-01-05,Y,Minor,3.02
100,01/30/2025,N,Minor,11.17
58,2025-02-24,N,Minor,6.22
45,01/01/2025,N,Major,14.06
33,2025-01-26,Y,Minor,1.04
33,2025-02-16,Y,Minor,1.18
25,2025-02-09,N,Minor,5.78
58,2025-02-22,N,Minor,2.65
100,2025-01-17,Y,Major,6.13
48,2025-01-03,N,Minor,5.81
56,01/18/2025,N,Major,0.25
30,2025-01-03,Y,Major,8.74
13,2025-01-09,N,Minor,4.46
84,2025-01-13,N,Minor,2.85
97,01/26/2025,N,Major,2.35
37,2025-01-17,N,Minor,6.11
46,2025-03-14,Y,Major,3.22
32,01/07/2025,Y,Minor,0.03
59,2025-01-13,N,Major,2.61
54,01/08/2025,N,Minor,3.24
92,2025-01-20,Y,Major,0.06
70,02/01/2025,Y,Minor,0.48
26,2025-01-30,N,Major,10.04
42,01/06/2025,Y,Major,5.2
49,2025-01-04,Y,Major,2.83
59,2025-02-18,N,,5.48
31,2025-01-07,Y,Major,1.21
40,2025-01-07,N,Major,7.94
51,2025-01-26,N,Major,6.27
88,2025-01-18,N,Major,1.51
41,2025-02-18,N,Major,2.69
21,2025-03-09,Y,Major,2.13
86,01/23/2025,N,Minor,0.29
11,03/12/2025,N,Minor,0.54
51,2025-01-03,N,Major,7.63
75,02/24/2025,Y,Minor,0.6
46,02/18/2025,N,Minor,1.47
12,01/24/2025,N,Minor,3.37
74,2025-01-17,Y,Major,4.13
26,01/14/2025,Y,Minor,4.07
62,01/02/2025,N,Minor,14.92
73,01/25/2025,Y,Minor,1.23
97,01/17/2025,Y,Major,9.38
91,2025-01-05,Y,Major,0.13
14,01/30/2025,N,Minor,0.66
46,2025-01-05,Y,Minor,0.09
39,2025-01-22,Y,Major,9.27
47,2025-01-27,Y,Major,3.63
58,02/11/2025,N,Major,2.94
50,2025-01-15,Y,Major,12.83
1,2025-02-27,Y,Major,3.63
76,2025-01-12,Y,Major,0.3
60,2025-01-06,Y,Major,6.27
49,2025-06-04,Y,Major,2.37
87,01/10/2025,Y,Minor,2.27
100,2025-02-19,Y,Major,6.29
37,2025-02-01,N,Minor,0.31
41,2025-02-09,Y,Major,23.41
72,01/06/2025,Y,Minor,6.95
51,2025-01-16,N,Major,8.36
55,2025-01-19,Y,Minor,32.27
14,2025-01-05,Y,Minor,3.93
12,01/15/2025,N,Major,3.64
65,2025-01-12,Y,Minor,2.15
90,2025-01-20,N,Major,0.34
67,2025-01-09,Y,Minor,1.7
16,2025-02-03,Y,Minor,4.26
12,06/13/2025,N,Major,0.39
81,2025-01-09,Y,Minor,2.21
35,2025-03-02,Y,Minor,7.05
76,2025-01-08,N,Minor,6.61
56,2025-02-05,N,Major,2.2
68,2025-02-13,Y,Major,19.33
57,03/03/2025,Y,Minor,0.85
56,2025-01-09,Y,Major,2.16
35,2025-01-01,N,Minor,2.55
31,03/11/2025,N,Major,1.75
23,2025-01-30,Y,Major,7.17
64,01/07/2025,N,,0.64
74,2025-02-24,Y,Major,6.89
62,01/03/2025,Y,Minor,14.98
3,2025-01-28,Y,Major,5.1
73,01/17/2025,Y,Minor,0.71
53,2025-01-08,N,Major,3.44
49,2025-01-26,Y,Major,5.77
38,2025-02-26,Y,Major,0.87
46,2025-01-18,N,Major,21.43
2,2025-01-28,N,Major,4.05
10,2025-01-16,Y,Minor,20.51
57,2025-01-06,Y,Major,9.79
45,01/11/2025,Y,Major,4.29
46,2025-01-19,Y,Major,1.65
31,2025-02-09,Y,Minor,17.2
40,2025-01-05,N,Major,0.52
60,2025-02-05,Y,Major,2.74
94,2025-03-07,N,Minor,0.69
9,2025-01-23,Y,Major,0.84
50,2025-02-05,Y,Major,16.68
7,2025-01-01,N,Minor,4.15
41,2025-01-11,Y,Minor,0.37
82,2025-03-21,Y,,4.2
89,2025-01-10,Y,Major,0.44
76,2025-02-03,N,Minor,8.13
26,2025-01-25,Y,Major,5.79
53,01/06/2025,Y,Major,2.94
15,2025-01-05,N,Major,4.28
83,01/15/2025,Y,Minor,4.06
62,2025-02-11,Y,Major,6.68
48,2025-01-27,N,Minor,4.75
51,2025-02-20,Y,Minor,9.63
34,04/16/2025,N,Minor,0.51
9,2025-03-05,Y,Minor,2.48
58,02/20/2025,Y,Major,5.81
77,2025-01-11,N,Minor,1.71
15,2025-01-22,Y,Minor,0.34
88,2025-01-12,N,Major,3.19
82,01/11/2025,N,Major,1.79
44,2025-03-15,Y,Minor,1.39
25,2025-01-07,Y,Major,6.13
94,2025-01-06,Y,Minor,6.77
72,02/26/2025,Y,Minor,11.17
62,2025-01-26,Y,Minor,0.37
18,2025-02-08,N,Major,4.2
11,2025-01-14,N,Minor,3.9
68,2025-02-18,Y,,0.14
22,2025-01-02,N,Minor,3.67
44,2025-01-14,N,Minor,2.49
9,2025-01-07,Y,Major,2.45
67,2025-01-18,N,Minor,10.63
37,2025-01-02,N,,2.77
25,2025-04-05,Y,Major,56.22
98,02/04/2025,Y,Minor,6.04
49,2025-01-09,N,Major,5.44
19,2025-02-07,Y,Major,0.89
9,2025-01-05,Y,Major,6.34
31,2025-01-13,Y,Minor,11.87
17,2025-01-23,N,Minor,2.01
96,2025-01-26,N,Major,5.33
25,2025-02-08,Y,Minor,3.44
58,01/12/2025,Y,Major,6.61
80,2025-01-02,Y,Minor,1.18
7,2025-01-09,Y,Major,10.38
14,2025-02-09,Y,Major,12.13
93,2025-01-11,Y,Major,9.03
26,2025-01-27,N,Major,9.64
90,01/01/2025,Y,Major,6.87
33,2025-03-06,N,Minor,13.77
9,2025-02-17,Y,Major,5.65
49,05/31/2025,N,Minor,9.73
49,2025-01-22,Y,Major,2.45
80,2025-01-09,Y,Minor,8.14
50,2025-01-07,Y,Major,5.71
89,02/02/2025,N,Minor,10.25
79,2025-02-23,Y,Major,16.53
98,01/16/2025,N,Minor,3.22
100,2025-01-01,Y,Major,2.45
7,2025-01-21,N,Major,6.79
